G1,G2,G3,G4,G5,T_best1,T_best2,T_best3,T_best4,T_best5,Z_G
5.8069271548072985,7.567329380013553,6.377764015255094,5.765340919820939,4.482638530103114,0.0,3.9361559286122447,1.0638440713877553,0.0,0.0,346.2750297993704
5.832249223823939,3.951294216206523,8.05246910665322,8.701614201552797,3.4623732517635224,0.0,4.521131468306913,0.44630262147915317,0.0,0.032565910213933805,531.3579616095608
8.231994615855232,5.49920732872478,5.906267382695631,9.623930248980367,0.7386004237439919,0.0,3.5557112420807115,0.6984201770271418,0.0,0.7458685808921467,464.21257534442805
1.0099463647832196,0.23435855752939372,9.651189544022424,9.019888654509932,10.08461687915503,1.2325548151545949,2.540523575969137,1.226921608876268,0.0,0.0,926.1165681740099
9.355637392271161,7.639993471491052,4.411764414107085,7.461895646430987,1.130709075699714,0.0,3.0168991949279893,1.295542078582795,0.0,0.6875587264892158,345.3804046735949
7.205091299096277,1.6140640631949545,10.636352874672953,5.875670086113665,4.668821676922149,0.0,4.5864058460985,0.4135941539015001,0.0,0.0,729.8013224191413
3.8117413972929297,11.155229638553664,6.572255605793408,8.190048199289079,0.2707251590709121,0.0,3.076867665194035,1.1306060622918082,0.0,0.7925262725141571,324.1239120412131
5.336353217347094,5.288489723693639,5.3302922754599456,8.15395669288735,5.890908090611973,0.0,3.8631025773140513,1.1368974226859487,0.0,0.0,426.21672179174476
4.8556705944575755,5.902744288831739,9.422511378564382,0.813431502230824,9.005642235915479,0.0,4.853695862627632,0.14630413737236836,0.0,0.0,447.83644837282293
11.911257255514764,3.7366228788293148,2.2898711330488886,5.602350245565385,6.459898487041648,0.0,3.3687084475921862,1.6312915524078135,0.0,0.0,487.8138144175836
7.411268960039994,5.700828119681559,12.84662545800741,1.3263518449530336,2.714925617318002,0.0,4.580731611583775,0.0,0.0,0.41926838841622516,460.6827409810983
2.7210756196806973,11.01706312643861,4.272690250256837,7.866038482108554,4.123132521515303,0.32589805438550656,2.8519519415754413,1.8221500040390526,0.0,0.0,226.1188488273199
3.7836699244114156,2.6270629415328144,15.621444500342538,3.2889227303382405,4.6788999033749965,0.1566038221115463,4.843396177888454,0.0,0.0,0.0,642.4890009487336
4.980836351092402,11.090191960307825,1.3116695107647842,11.319179669782867,1.298122508052119,0.0,2.2923673169486265,1.974471901946822,0.0,0.7331607811045516,250.77978466992153
7.778527052076846,3.7332999275653056,7.780929798043715,4.818230972444694,5.889012249869442,0.0,4.466208835865612,0.5337911641343878,0.0,0.0,541.3010692017565
1.3717065554180246,9.899209477439998,4.207290114350071,10.365918233608252,4.155875619183656,0.7077944385297549,2.704024426015969,1.5881811354542763,0.0,0.0,249.06315562216162
4.6410349814310035,6.046260222692037,0.9362469269390723,10.106784062562307,8.269673806375584,0.0,3.2950343966528317,1.7049656033471683,0.0,0.0,380.1011399411239
3.3342891143992794,6.573961473111655,1.180245763742204,7.236051901721902,11.67545174702496,0.0,3.217018865890818,1.782981134109182,0.0,0.0,354.3507146196917
4.500598706745895,9.428873309279238,1.861980850691077,10.11994817340375,4.088598959880039,0.0,2.956091630888974,2.043908369111026,0.0,0.0,262.2834153208405
3.385228886899495,10.838286847728986,0.3715712654394947,15.318144380109537,0.08676861982248739,0.0,2.8319083994938867,1.550163193732892,0.0,0.6179284067732215,359.17766851027096
7.0265292377199104,2.799015389945547,7.621328208158352,9.97444821340993,2.5786789507662595,0.0,4.182971331800154,0.4512833309493299,0.0,0.36574533725051633,611.4307856050583
5.926971782990319,6.090377769018383,5.886796358866136,2.294856739609742,9.80099734951542,0.0,3.9413627442096573,1.058637255790343,0.0,0.0,396.5243499114331
4.321098359260729,8.179842390487055,6.759890834772206,2.874483046113909,7.864685369366102,0.0,3.9734023064597483,1.0265976935402514,0.0,0.0,330.782066068982
3.4647995319187084,7.699373881451447,5.079356411646473,7.70489794802198,6.051572226961389,0.0,3.606812505139118,1.3931874948608818,0.0,0.0,326.8140034337044
6.69360956661308,4.626887110098084,8.824009374280521,5.943596719540281,3.9118972294680305,0.0,4.73299849112295,0.26700150887705054,0.0,0.0,501.77552996493165
9.689824503964287,0.30669657732679045,4.818996948364793,10.549204000683137,4.635277969660993,0.0,2.5783265589823996,2.4216734410176004,0.0,0.0,880.2492029925988
9.041898934406394,6.273117269044109,1.9820586015417618,4.364031250131056,8.338893944876677,0.0,3.209235394245205,1.790764605754795,0.0,0.0,358.03063609133756
6.108431509844758,5.937363637412123,6.752777809291984,6.741431359497171,4.459995683953962,0.0,4.166063624306799,0.8339363756932007,0.0,0.0,413.72494973681245
7.915149997823804,3.2450152043107248,3.848027841757388,7.874333776048464,7.1174731800596165,0.0,3.607264780224553,1.3927352197754468,0.0,0.0,531.8994173864816
6.144481953100722,0.8749144604794926,8.026475295177207,6.2348543190813706,8.719273972161204,0.0,3.6613880654563573,1.3386119345436427,0.0,0.0,796.7928736891674
2.335802710107867,13.568378725716578,2.5396837927271543,9.620889991207497,1.9352447802409056,0.47479679763565136,1.7487997852343093,2.1511086326036777,0.0,0.6252947845263614,182.5550521647649
9.419598653996824,8.967625919184977,6.321519492478426,4.522955209462434,0.7683007248773406,0.0,3.253187121711963,0.9100418875544274,0.0,0.8367709907336096,343.8594218700348
5.6321002557334054,3.6625931671558503,5.830974693078424,6.996488110785325,7.877843773246993,0.0,4.020931917730816,0.9790680822691842,0.0,0.0,523.6796133441017
12.05857431847408,0.16505562402081095,5.072219315476097,10.285827377309852,2.418323364719159,0.0,2.0896162228088677,2.1828259097024523,0.0,0.7275578674886801,935.8953296493775
9.845799046811486,1.0268010105736733,3.7792461618697297,0.34999818453083203,14.99815559621428,0.0,3.201067143956841,1.7989328560431588,0.0,0.0,755.4813886240762
3.0075696532771903,4.638475746328636,12.46521389927627,9.461106753826787,0.4276339472911171,0.09706506856007811,4.110080858746985,0.0,0.0,0.7928540726929372,556.6756563269267
1.9486527991172615,7.353300520342285,6.829739007335532,2.81473564162074,11.053572031584183,0.5735835410281782,3.730694626966843,0.6957218320049791,0.0,0.0,353.4479302049425
6.621778540633234,5.776935620396049,6.36232869978077,7.874551251773776,3.364405887416172,0.0,4.079644900315051,0.920355099684949,0.0,0.0,415.97677669825293
4.820726111747378,2.5402956700527213,2.253987974109218,11.432244729281578,8.952745514809106,0.0,3.352672401729979,1.647327598270021,0.0,0.0,580.0192087984408
10.04574884112578,4.657985941484903,5.209818413048753,1.1885735556839092,8.897873248656655,0.0,3.867035969689032,1.1329640303109678,0.0,0.0,457.14336320811896
5.882298866862386,13.137121917741213,7.126615021385597,3.3883786477120306,0.46558554629877386,0.0,2.881056284418662,1.1945393855789008,0.0,0.9244043300024372,278.89973964018066
0.7660604469957292,7.739164073135568,5.168194977114402,6.112332534271215,10.214247968483086,0.7657755986127048,3.1388124809900053,1.0954119203972896,0.0,0.0,327.37495166202433
13.79118073555383,3.0204462024835714,9.233839954288554,3.666953116247526,0.2875799914265167,0.0,4.229193759220834,0.0,0.0,0.7708062407791658,675.2407759890903
7.896418190818979,3.3320943810143,3.9927169022290276,6.125697148694476,8.653073377243217,0.0,3.6354174304408815,1.3645825695591185,0.0,0.0,526.8867055810832
6.839590878862116,9.489261930604705,2.9745144877767564,8.678014956630733,2.018617746125691,0.0,2.693397092838726,1.8433106127052308,0.0,0.46329229445604314,264.9413166526881
8.088182346367976,5.836040334449116,1.8294297360624125,8.04216328868038,6.204184294440118,0.0,3.233045538070986,1.7669544619290138,0.0,0.0,376.50394050362615
