,G1,G2,G3,G4,G5,T_best1,T_best2,T_best3,T_best4,T_best5,Z_G
0,8.11138335019884,1.6829583233441332,5.223806127477277,10.37204700190728,4.609805197072466,0.0,3.665945741402569,1.334054258597431,0.0,0.0,682.8045256026426
1,5.391566027426908,8.2088061132334,5.743509415438986,7.669710411450737,2.9864080324499693,0.0,3.6118405821309074,1.2253994135148576,0.0,0.1627600043542349,319.1717745763302
2,5.498191191655535,6.055272789175502,3.585405850451662,6.30769532449778,8.553434844219522,0.0,3.437014685352328,1.5629853146476718,0.0,0.0,373.200362647393
3,8.839186223095831,3.017550968259649,9.28730638525741,0.7646712131842291,8.091285210202882,0.0,4.742693796309299,0.2573062036907005,0.0,0.0,604.7113052770973
4,11.762449409511214,8.652815935560216,3.441916945401069,0.6872890929471872,5.455528616580312,0.0,3.1761390556598075,1.8238609443401923,0.0,0.0,283.24990083638744
5,4.109684162581822,5.459645654393694,7.264332464039884,6.105139377397003,7.061198341587599,0.0,4.322251216575803,0.6777487834241969,0.0,0.0,441.6046092270619
6,3.9242349186112895,6.654805859797276,3.783967483065967,7.911014402950344,7.725977335575128,0.0,3.4254471595245537,1.5745528404754463,0.0,0.0,350.9024608097535
7,2.5418765991924928,0.5759305221341787,7.452120853067305,8.59265788820086,10.83741413740516,0.6613663340690643,3.0601848721994007,1.2784487937315354,0.0,0.0,840.3359781421896
8,6.61642887685956,5.659783031678496,6.389991277259406,2.856847069532373,8.476949744670165,0.0,4.09389686352192,0.90610313647808,0.0,0.0,421.5943820812209
9,0.3491889610270614,9.403055067397968,5.007834348117469,10.858043775294114,4.381877848163387,0.7580315164489164,2.913144411334375,1.3288240722167088,0.0,0.0,288.90082923668723
10,3.678753918149735,9.63565558326118,0.46468708810215,4.870696641996637,11.350206768490295,0.0,3.338244539552016,1.6617554604479838,0.0,0.0,292.65517332935866
11,8.476376590585861,7.303310035754558,3.713578980017192,1.9084699442086264,8.598264449433762,0.0,3.354142272014005,1.645857727985995,0.0,0.0,326.8705973450513
12,6.815151261047343,8.98059630173824,13.29892892885736,0.5300792700806307,0.3752442382764261,0.0,4.124261013243496,0.0,0.0,0.875738986756504,409.56260104494777
