,beta,Defender's Losses,Attacker's Gains
0,0.01,0.826440564047763,0.826440564047763
1,0.02,5.260195762809593,1.1858077226668098
2,0.03,3.244885284352856,3.244885284352856
3,0.04,4.771838196377867,4.771838196377867
4,0.05,7.513030790436355,7.513030790436355
5,0.06,11.767054443694278,11.767054443694278
6,0.07,5.487497586337817,5.487497586337817
7,0.08,39.99911832500699,39.99911832500699
8,0.09,40.90909072372308,40.90909072372308
9,0.1,9.715966983970878,9.715966983970878
10,0.11,42.307681182612555,42.307681182612555
11,0.12,44.79354395039206,42.86365496990674
12,0.13,49.52877444099918,43.39549196251905
13,0.14,58.15754605048318,20.790730373788907
14,0.15,58.58855313559455,44.41808238176912
15,0.16,59.479631382012194,21.164702946368312
16,0.17,61.870552680450054,25.369916960001916
17,0.18,61.10889280967026,22.99583022376373
18,0.19,15.77267947378314,15.77267947378314
19,0.2,80.94070792939195,46.853090387599394
20,0.21,72.43430628964342,44.45473901566599
21,0.22,90.18743607104776,47.824728588761104
22,0.23,64.83728880034491,26.264538986347056
23,0.24,96.90793949621239,48.6226143891952
24,0.25,34.351103951482195,30.37681094318294
25,0.26,104.99587267317204,49.49677798798599
26,0.27,51.264707511360974,24.02810617559008
27,0.28,34.8956249300956,19.146490244294636
28,0.29,52.24707719989768,33.39206269872778
29,0.3,73.85449219392913,35.203729136065505
30,0.31,74.45076809158019,35.627845565084385
31,0.32,79.6880865348298,40.8570712032556
32,0.33,79.52440351884746,35.170071285164795
33,0.34,82.93614844490709,35.47996382401928
34,0.35,136.94577676950814,53.00657727220376
35,0.36,99.4133444932711,43.400288714837984
36,0.37,92.5490604010617,40.89793995784029
37,0.38,95.75592659286868,41.18836144920802
38,0.39,104.36082231506006,45.767374764163925
39,0.4,153.94402902312538,54.84579049493364
40,0.41,109.50633790416859,43.43080944566374
41,0.42,112.19899485472381,45.642072785699824
42,0.43,111.76283221770896,41.32128675729216
43,0.44,116.71286596865498,44.80832745098209
44,0.45,124.34859788034592,45.15876246143844
45,0.46,121.5737877783437,43.836613007887074
46,0.47,127.18466299432592,46.81958523908969
47,0.48,127.49795105527886,43.60343927335501
48,0.49,131.05028703372085,45.330498682650045
49,0.5,134.41150289927197,45.90335249321855
50,0.51,136.81098760268262,45.38507532459744
51,0.52,143.20847311807728,46.88706738489884
52,0.53,143.9028310995721,47.201202220129424
53,0.54,147.8396948148637,47.18982719970271
54,0.55,150.24571315625562,47.33890855745963
55,0.56,153.4675599485071,47.78484683524946
56,0.57,154.9514392127383,47.77096088804666
57,0.58,157.88389497076935,48.043894037016955
58,0.59,159.0939733639038,47.98523179858738
59,0.6,162.1934866947208,47.70932913103515
60,0.61,164.1829311019565,48.35863745296874
61,0.62,167.00598869584942,48.78214116737698
62,0.63,167.78987160838253,48.659242869339586
63,0.64,174.9235511187474,51.08779097835237
64,0.65,177.41007655235668,51.62302965718315
65,0.66,181.4308414267203,52.98324249000864
66,0.67,182.41290497521604,52.0561898289106
67,0.68,178.4222768188657,49.474085442162405
68,0.69,165.57318880129407,48.32498680697533
69,0.7,193.73041366268916,55.79748170855744
70,0.71,184.5756148152624,54.32572042586209
71,0.72,179.27551615513497,52.47028780629839
72,0.73,187.35651731172135,57.29999701049537
73,0.74,188.9287441120626,53.94321559603817
74,0.75,189.0084292055176,56.262929995025175
75,0.76,194.98527965733237,51.35390930164691
76,0.77,195.2546600370602,52.12862891044958
77,0.78,197.4879210551513,52.18147498637309
78,0.79,205.66811383703575,53.16923967161745
79,0.8,200.59620224046387,52.60916147835346
80,0.81,202.82713604676943,52.403024649247655
81,0.82,205.54538351848646,52.39301556608463
82,0.83,206.66989629749685,52.84034313867622
83,0.84,205.0587799274466,54.3121999948264
84,0.85,209.73337254246871,52.445380418662765
85,0.86,211.62823003241283,52.996973703236705
86,0.87,210.91161275675367,52.98111103432359
87,0.88,214.24451931498677,53.354601628717376
88,0.89,213.83053397932684,53.337052531790505
89,0.9,217.18287675540648,53.604593825555945
90,0.91,219.90394760085445,52.769187822760614
91,0.92,220.19423711378155,53.523535309590144
92,0.93,221.68154852741588,53.48679574750451
93,0.94,222.24895685911932,53.49682485388814
94,0.95,225.22814275245096,53.55975267330747
95,0.96,226.94613772960068,53.772864620427455
96,0.97,229.09172447771567,53.70658192025006
97,0.98,229.72559982857823,54.025408727815226
98,0.99,230.8489688782758,53.864833678935646
