,beta,Defender's Losses,Attacker's Gains
0,0.01,16.666666666666664,16.666666666666664
1,0.02,44.725976022853985,25.877223398316204
2,0.03,69.75642314994414,33.00197635405885
3,0.04,89.780780835583,38.70177871865297
4,0.05,106.16434619157901,43.36525338059361
5,0.06,119.81731736123714,47.25148226554414
6,0.07,131.3698314626281,50.53982978357922
7,0.08,141.27198631115078,53.35841337046641
8,0.09,149.85385389028048,55.8011858124353
9,0.1,157.36298801539226,57.9386116991581
10,0.11,163.98869458987542,59.82457571685468
11,0.12,169.8782115716764,61.50098817702942
12,0.13,175.14777936652507,63.00093616771209
13,0.14,179.89039041457193,64.35088935932649
14,0.15,184.1813242078486,65.57227558031093
15,0.16,188.08217312569025,66.6826266902968
16,0.17,192.59937161792072,67.69685378495343
17,0.18,198.46093432058038,68.63159017783983
18,0.19,203.88830715569833,69.49708683791984
19,0.2,208.92801034321212,70.30076230799412
20,0.21,213.6201480433114,71.04901188358053
21,0.22,217.99947653846462,71.74737815412786
22,0.23,222.09626749553286,72.40068853625276
23,0.24,225.93700876170143,73.01316701949486
24,0.25,229.5449788833571,73.58852559466169
25,0.26,232.940714522218,74.13003954775988
26,0.27,236.1424084134307,74.64060984639531
27,0.28,239.16623039859172,75.12281512843988
28,0.29,242.0266025308637,75.57895526010367
29,0.3,244.73642918209597,76.01108801641674
30,0.31,247.3072895707851,76.4210601185599
31,0.32,249.74960733274096,76.8105336155959
32,0.33,252.07278764284234,77.18100840545941
33,0.34,254.28534044221115,77.53384153866274
34,0.35,256.39498372089736,77.87026382846129
35,0.36,258.408734479969,78.19139419599627
36,0.37,260.3329842931665,78.4982521027519
37,0.38,262.17357158927507,78.79176836138774
38,0.39,263.9358364480386,79.07279456646458
39,0.4,265.6246730762241,79.3421113463299
40,0.41,267.24457739306933,79.60043560456808
41,0.42,268.79968587365664,79.84842689247671
42,0.43,270.2938096598914,80.08669303183991
43,0.44,271.7304671973189,80.31579508891991
44,0.45,273.11291118558665,80.53625178535539
45,0.46,274.4441539994533,80.74854341895991
46,0.47,275.7269871648341,80.95311535679701
47,0.48,276.9640052410143,81.15038115399706
48,0.49,278.15761918571104,81.34072534427781
49,0.5,279.3100741668951,81.52450594179027
50,0.51,280.42346275409176,81.70205668853959
51,0.52,281.49973821989863,81.87368907706393
52,0.53,282.8383932611214,82.0403671751919
53,0.54,284.4380342512193,82.20596903185576
54,0.55,286.0328643783369,82.3710728378229
55,0.56,287.6229050037009,82.53568083656491
56,0.57,289.20817817395476,82.69979525809927
57,0.58,290.78870468158084,82.86341831909016
58,0.59,292.3645063788347,83.02655222294803
59,0.6,293.93560433546935,83.18919915992869
60,0.61,295.50201903247256,83.35136130723133
61,0.62,297.06377197763095,83.51304082909557
62,0.63,298.62088375421365,83.67423987689781
63,0.64,300.17337501637473,83.83496058924663
64,0.65,301.72126630155583,83.99520509207737
65,0.66,303.264578030685,84.1549754987459
66,0.67,304.8033305305421,84.31427391012144
67,0.68,306.3375439010182,84.4731024146788
68,0.69,307.8672382345862,84.63146308858943
69,0.7,309.39243346797144,84.78935799581211
70,0.71,310.91314942085387,84.94678918818242
71,0.72,312.42940643143504,85.10375870550179
72,0.73,313.94122275568606,85.26026857562552
73,0.74,315.4486185722539,85.41632081455003
74,0.75,316.95161323978925,85.5719174264996
75,0.76,318.45022600432617,85.727060404012
76,0.77,319.94447560903126,85.88175172802363
77,0.78,321.4343818109958,86.03599336795381
78,0.79,322.91996331682026,86.18978728178843
79,0.8,324.401238559298,86.34313541616264
80,0.81,325.87822672300626,86.49603970644317
81,0.82,327.35094612441196,86.64850207680958
82,0.83,328.81941519050594,86.8005244403351
83,0.84,330.2836523577505,86.9521086990666
84,0.85,331.7436758774257,87.10325674410393
85,0.86,333.1995038073492,87.25397045567847
86,0.87,334.65115456900037,87.40425170323132
87,0.88,336.0986457660628,87.5541023454903
88,0.89,337.5419953445273,87.70352423054682
89,0.9,338.9812210683325,87.85251919593175
90,0.91,340.4163405860397,88.00108906869077
91,0.92,341.8473711665618,88.149235665459
92,0.93,343.2743310678327,88.29696079253519
93,0.94,344.69723684806377,88.44426624595486
94,0.95,346.1161060161488,88.59115381156344
95,0.96,347.53095572482874,88.73762526508814
96,0.97,348.94180305325426,88.88368237220965
97,0.98,350.34866491438436,89.0293268886331
98,0.99,351.75155819476777,89.1745605601583
