,A,Defender's Losses,Attacker's Gains
0,0.01,324.3228811666611,76.2387535843682
1,0.02,318.53352285807694,75.01922300056948
2,0.03,313.924927800072,74.081210836368
3,0.04,308.6580341130703,73.28072148537909
4,0.05,305.77365002778663,72.5711433895143
5,0.06,301.8654193939033,71.97425001283503
6,0.07,299.1126894772725,71.38445933814228
7,0.08,296.0117004204924,70.82111274017727
8,0.09,294.0584876786427,70.3485669571825
9,0.1,290.2138432076848,69.84900763967775
10,0.11,288.60491063776044,69.42465481031984
11,0.12,284.9075848971244,68.9723837151325
12,0.13,282.97946538653196,68.5734529264256
13,0.14,280.6249879726099,68.15959500969264
14,0.15,278.65846256901,67.7910142082394
15,0.16,276.66549717166345,67.40094604909
16,0.17,274.728018078534,67.05808728689748
17,0.18,272.0215596013638,66.73886177911159
18,0.19,270.93919189686704,66.36885707619815
19,0.2,267.9337688211124,66.07628665440473
20,0.21,265.76283268069636,65.78340953631664
21,0.22,265.3853602208625,65.41532330321695
22,0.23,262.09996121006907,65.16151350305415
23,0.24,260.0556627728475,64.89534792904988
24,0.25,258.596708522013,64.56968151884335
25,0.26,256.6641487299313,64.31611655435783
26,0.27,255.55414409111728,64.03397754858074
27,0.28,252.63231249238672,63.842086155396174
28,0.29,252.22434044120467,63.49023837252689
29,0.3,250.25130158761004,63.26722956520479
30,0.31,247.14886147476125,63.124395348770584
31,0.32,247.49712577162282,62.79880519169456
32,0.33,245.54660476410106,62.60251366825623
33,0.34,243.83050569416653,62.40044323254974
34,0.35,241.1114000117771,62.21044617378749
35,0.36,241.45030756344096,61.8788415192309
36,0.37,238.5285668133349,61.80643530411706
37,0.38,237.77722981629276,61.547782206809714
38,0.39,235.9380780802142,61.41056497314388
39,0.4,234.43028504076023,61.25190144355987
40,0.41,233.5361751131634,61.040213245653995
41,0.42,232.74289351600189,60.79464625637772
42,0.43,229.49799584300146,60.8384665027888
43,0.44,228.83738867895482,60.564453184166666
44,0.45,227.14840641112764,60.52719205439345
45,0.46,227.19970364713168,60.124378724310944
46,0.47,224.81447173551894,60.30293282187121
47,0.48,224.07373696371985,60.033955328680676
48,0.49,222.7358111582683,60.016936636501185
49,0.5,221.45858819457942,60.044617768578675
50,0.51,221.1211462574089,59.581218085191416
51,0.52,219.78965640598162,59.65112014967421
52,0.53,219.04255779972175,59.371858027722794
53,0.54,217.83631931606374,59.8258176693681
54,0.55,216.95053484603133,59.52573846388651
55,0.56,216.2696276513729,59.7146785488188
56,0.57,215.34233993119568,59.23050780466099
57,0.58,214.66093470610537,59.34581053589656
58,0.59,214.38555442142655,59.64234946685822
59,0.6,213.34807970019168,59.305677933035774
60,0.61,213.47831356223435,59.690559288384904
61,0.62,213.56591396768553,59.923107325499124
62,0.63,215.3072297338558,60.6874204821259
63,0.64,213.37236726753267,60.11506170872331
64,0.65,211.41930438729435,59.48442199251465
65,0.66,217.74580134018925,61.568667316914166
66,0.67,215.60393516877977,61.02485319624727
67,0.68,220.05018939251397,62.20994600079621
68,0.69,217.62611398949093,61.63293414040952
69,0.7,213.99107162865465,60.70703989696778
70,0.71,217.1572525474949,61.524176730370016
71,0.72,216.11855961238518,61.29329976630532
72,0.73,215.06335379201445,61.062735813167976
73,0.74,214.22626680595923,60.848783862162605
74,0.75,213.33732736062302,60.63257355636157
75,0.76,212.98245525451034,60.45461217918418
76,0.77,211.9983259003282,60.23438549962214
77,0.78,211.01492020301862,60.015560530854955
78,0.79,210.21752576916768,59.81080415400039
79,0.8,209.3865105462384,59.604990278734626
80,0.81,208.4230333619078,59.3914015996949
81,0.82,207.67274372976357,59.193548927503876
82,0.83,206.73631247946128,58.98428686654775
83,0.84,205.8088078843013,58.776867166256494
84,0.85,205.2207009747764,58.59346496171601
85,0.86,204.3103640031517,58.389550478240466
86,0.87,203.39894352330623,58.186753377061045
87,0.88,202.69576612965204,57.99898858231636
88,0.89,202.31166043404198,57.83348838245934
89,0.9,201.41502562661128,57.63499945081544
90,0.91,200.88057723982755,57.461555818358434
91,0.92,200.0180912049489,57.26749249305544
92,0.93,199.15322171404026,57.07437030519711
93,0.94,198.50348828518574,56.89640988710734
94,0.95,197.64283796375778,56.705680244575106
95,0.96,196.7882885671218,56.51641179221774
96,0.97,196.10219026779325,56.33911255699002
97,0.98,195.47957257682006,56.166892336951385
98,0.99,195.1507544179525,56.01457218410152
