,alpha,Defender's Losses,Attacker's Gains
0,0.01,1102.4085973029196,164.87145973955913
1,0.02,1010.7116241326244,158.08384807932367
2,0.03,973.5201795303019,152.5841145348728
3,0.04,929.621398894701,146.8783540436053
4,0.05,891.3546420448188,140.54199490190092
5,0.06,850.9854910399041,133.91187506224497
6,0.07,820.8043510617229,128.36195498832922
7,0.08,789.8616663402044,123.34550844357841
8,0.09,754.1013183106137,118.68447096643516
9,0.1,724.0414034231458,114.75229202037852
10,0.11,698.3523574659721,111.07406614607426
11,0.12,675.8001670380921,107.95337313047132
12,0.13,656.2742561626291,105.0698403160046
13,0.14,637.7597240378407,102.19579967398874
14,0.15,616.227194948181,99.22160048699455
15,0.16,592.5119669468993,96.39429807984476
16,0.17,568.0247061282768,93.55989035104758
17,0.18,548.0172486558937,90.93885048788847
18,0.19,531.9600617719844,88.74682089981305
19,0.2,516.5522779815661,86.7044613860162
20,0.21,501.39380728974027,84.79558164840635
21,0.22,484.70159815505974,82.93182044171722
22,0.23,469.3786633052412,81.14963466678525
23,0.24,455.5463482351236,79.38664826117406
24,0.25,440.75397246768733,77.5589188481531
25,0.26,430.56423137134425,75.94355425582559
26,0.27,422.859050190871,74.78111156546656
27,0.28,415.0738162777903,73.36074768060166
28,0.29,406.1178602699006,72.23057196337149
29,0.3,399.2224398450079,71.53672559343404
30,0.31,392.34379826348044,70.58682195117846
31,0.32,386.2171734217739,69.86004615628671
32,0.33,380.76684860810485,69.22334218240728
33,0.34,375.4421670986379,68.47306830709968
34,0.35,370.4513489021905,67.81519572047634
35,0.36,365.51955086825086,66.93149610484895
36,0.37,362.0379650155344,66.07416336443974
37,0.38,358.0146499039439,65.20221300767572
38,0.39,353.06087648593274,63.89363884568404
39,0.4,348.1087037335735,62.774514112607115
40,0.41,341.933186196258,61.195640335501786
41,0.42,334.2125891808897,59.453752768990306
42,0.43,326.8760994280174,57.682481270829165
43,0.44,317.69181112198385,55.42123782163173
44,0.45,313.7696770664104,54.73459649163717
45,0.46,309.6603886538292,54.294045490961935
46,0.47,306.55222227500366,53.92992696853471
47,0.48,302.61276685948997,53.41465357785717
48,0.49,299.8798503561612,53.19333766988628
49,0.5,296.2655565230679,52.74499890655788
50,0.51,292.8924243558591,52.47072972797242
51,0.52,290.4574836838954,52.181370519756456
52,0.53,287.21387781043774,51.89257870727452
53,0.54,284.22631121189664,51.60886488982406
54,0.55,281.49336368582203,51.458340950558636
55,0.56,279.4857150899214,51.33441395046496
56,0.57,276.88340440629395,51.16786761580325
57,0.58,274.05413944528766,51.017046527291924
58,0.59,271.82820657353983,50.99347341776331
59,0.6,269.5775309827881,50.975877930976864
60,0.61,267.6221441230338,51.015324513778324
61,0.62,265.53552747848255,51.12734860023581
62,0.63,263.2529896085511,51.182451062628424
63,0.64,261.5939512570676,51.35329664387583
64,0.65,259.8644845948657,51.46725668934116
65,0.66,258.135545092595,51.77161388014932
66,0.67,256.55467941543867,52.12238019586979
67,0.68,255.46345148079376,52.68567871574443
68,0.69,253.66514450107104,53.157540983746664
69,0.7,252.94831846154787,53.98442028129121
70,0.71,251.77934959782493,54.58266965920803
71,0.72,251.32424107079538,55.63024825381722
72,0.73,250.39546336536992,56.829504198167704
73,0.74,250.27207531438867,58.31517029342159
74,0.75,250.4953848006905,60.10616599073398
75,0.76,250.89774230084208,62.47346774315933
76,0.77,252.00426273220268,64.92576810885919
77,0.78,254.565736477296,68.65296996507972
78,0.79,252.2745339167738,68.42496978661211
79,0.8,251.1329081419066,68.30346110662562
80,0.81,249.27330140553536,68.11612992244206
81,0.82,247.85922100145902,67.97354065323344
82,0.83,246.33329123836955,67.81433808308707
83,0.84,244.9699406618287,67.67634169867434
84,0.85,243.69090651934857,67.5438615095015
85,0.86,242.42975431486445,67.4158025608659
86,0.87,240.78197424573904,67.24821906031731
87,0.88,239.12633447408328,67.08371326959451
88,0.89,237.9823685549854,66.96635023827442
89,0.9,236.65336237498641,66.82952223408626
90,0.91,235.2171838287666,66.68825772974016
91,0.92,234.00650759377243,66.56197588200816
92,0.93,232.54525123691536,66.41612844710089
93,0.94,231.51119516692353,66.31304505946017
94,0.95,230.57130756578033,66.2140988513695
95,0.96,229.09042421245127,66.06723292242916
96,0.97,227.8175181859832,65.93944704488541
97,0.98,226.83264247348478,65.84133556863549
98,0.99,225.606123488385,65.71817517183418
