T1,T2,T3,T4,T5,G_best1,G_best2,G_best3,G_best4,G_best5,Z_T
0.967821192467883,1.261221563335592,1.0629606692091824,0.9608901533034897,0.7471064216838523,3.0998543333418467,16.62098613159129,2.5284376970466615,3.237588941972111,4.51313289604809,29.29061118757282
0.9720415373039899,0.6585490360344205,1.3420781844422032,1.4502690335921329,0.5770622086272538,3.6636151794863703,13.97416777308476,3.260788768467729,4.437205785804035,4.664222493157106,25.489099427403243
1.3719991026425384,0.9165345547874632,0.9843778971159386,1.603988374830061,0.12310007062399865,4.107331911063769,16.219232512843735,2.909751436191401,4.540364456363207,2.223319683537888,24.078699632355164
0.16832439413053663,0.03905975958823229,1.608531590670404,1.5033147757516554,1.6807694798591712,2.4307992243901535,4.775278073376494,5.343269033663581,6.746095849396836,10.704557819172935,16.49966932912236
1.5592728987118603,1.2733322452485085,0.7352940690178477,1.2436492744051644,0.18845151261661902,3.862370344622353,17.486122235810836,2.369305659369819,3.7606702159923877,2.5215315442046027,25.700621987933594
1.2008485498493795,0.26901067719915905,1.7727254791121587,0.9792783476856107,0.7781369461536914,4.686779095588567,10.34239346263021,4.275749247978806,4.51759336088167,6.177484832920751,23.494178563705763
0.635290232882155,1.859204939758944,1.0953759342989013,1.3650080332148464,0.04512085984515202,2.65112843556479,19.937016308940365,2.562757018330608,3.6731064393462773,1.17599179781796,28.030779971167554
0.8893922028911824,0.8814149539489398,0.8883820459099908,1.3589927821478915,0.9818180151019954,3.224321620294589,14.87334114002074,2.570833146332822,3.9324942508839524,5.399009842467898,25.79479465815625
0.8092784324095958,0.9837907148052898,1.5704185630940637,0.13557191703847069,1.5009403726525798,3.1423878768111826,15.800663507591672,3.0996912733338835,1.4809571710265685,6.4763001712366925,30.15685983023485
1.985209542585794,0.6227704798048856,0.3816451888414814,0.9337250409275641,1.0766497478402746,4.644094781036758,13.5228700438315,2.011989725796126,3.7433064777571174,6.077738971578499,21.28343023700087
1.2352114933399991,0.9501380199469266,2.141104243001235,0.2210586408255056,0.4524876028863338,3.922862912817889,16.379982652869323,3.6096378405216054,1.9813978117037494,4.106118782087435,30.581791478194937
0.4535126032801162,1.8361771877397681,0.7121150417094729,1.3110064136847588,0.6871887535858838,2.1305649449831185,18.476908220721047,2.030456741646721,3.3127163273655964,4.049353765283517,28.29699969269
